plant_id,name,lat,lon,country,capacity_m3_day,osm_type,osm_id,operator,tags_json
osm:way/988231132,Sohar International bank,23.8176091,57.4211996,,,way,988231132,,"{""@id"": ""way/988231132"", ""amenity"": ""bank"", ""atm"": ""yes"", ""building"": ""yes"", ""name"": ""Sohar International bank"", ""name:ar"": ""بنك صحار الدولي"", ""@geometry"": ""center""}"
osm:node/1020194531,Sohar Beach,24.4051448,56.7194826,,,node,1020194531,swiss-belhotel,"{""@id"": ""node/1020194531"", ""internet_access"": ""wlan"", ""name"": ""Sohar Beach"", ""name:en"": ""Sohar Beach"", ""operator"": ""swiss-belhotel"", ""tourism"": ""hotel""}"
osm:way/1023718688,Bank Muscat,23.5926449,58.2414952,,,way,1023718688,Bank Muscat,"{""@id"": ""way/1023718688"", ""amenity"": ""bank"", ""atm"": ""yes"", ""building"": ""yes"", ""name"": ""Bank Muscat"", ""operator"": ""Bank Muscat"", ""@geometry"": ""center""}"
osm:way/1025251222,Sur Clinic,22.5805284,59.517638,,,way,1025251222,,"{""@id"": ""way/1025251222"", ""amenity"": ""hospital"", ""healthcare"": ""hospital"", ""name"": ""Sur Clinic"", ""@geometry"": ""center""}"
osm:way/1025251814,Sur Police Station,22.575163,59.5273038,,,way,1025251814,,"{""@id"": ""way/1025251814"", ""amenity"": ""police"", ""name"": ""Sur Police Station"", ""@geometry"": ""center""}"
osm:way/1052376817,Salalah Gardens Mall Park,17.0232865,54.0657468,,,way,1052376817,,"{""@id"": ""way/1052376817"", ""leisure"": ""park"", ""name"": ""Salalah Gardens Mall Park"", ""@geometry"": ""center""}"
osm:way/1054341362,MAN SERVICE SALALAH,17.0212995,54.0450395,,,way,1054341362,Saud Bahwan,"{""@id"": ""way/1054341362"", ""name"": ""MAN SERVICE SALALAH"", ""name:ar"": ""وكالة مان صلاله"", ""operator"": ""Saud Bahwan"", ""shop"": ""car"", ""@geometry"": ""center""}"
osm:way/1262604029,Muscat Grand Mall,23.5886568,58.4125679,,,way,1262604029,,"{""@id"": ""way/1262604029"", ""addr:street"": ""شارع الغبرة"", ""building:levels"": ""8"", ""building:part"": ""office"", ""internet_access"": ""wlan"", ""name"": ""Muscat Grand Mall"", ""name:ar"": ""مسقط جراند مول (مجمع تلال السكني)م"", ""name:en"": ""Muscat Grand Mall"", ""opening_hours"": ""9:00 - 24:00"", ""website"": ""http://www.muscatgrandmall.com"", ""wheelchair"": ""yes"", ""@geometry"": ""center""}"
osm:way/1086495799,Sultan Qaboos Hospital Salalah,17.0072348,54.0527768,,,way,1086495799,,"{""@id"": ""way/1086495799"", ""amenity"": ""hospital"", ""layer"": ""-1"", ""name"": ""Sultan Qaboos Hospital Salalah"", ""name:ar"": ""مستشفى السلطان قابوس صلاله"", ""@geometry"": ""center""}"
osm:way/1093068924,Sohar International bank,23.7429904,57.6327072,,,way,1093068924,,"{""@id"": ""way/1093068924"", ""amenity"": ""bank"", ""atm"": ""yes"", ""building"": ""yes"", ""name"": ""Sohar International bank"", ""name:ar"": ""بنك صحار الدولي"", ""phone"": ""‏‪24 730000‬‏"", ""@geometry"": ""center""}"
osm:way/1098668369,Muscat Mandarin Oriental,23.6132738,58.4572633,,,way,1098668369,,"{""@id"": ""way/1098668369"", ""landuse"": ""construction"", ""name"": ""Muscat Mandarin Oriental"", ""@geometry"": ""center""}"
osm:way/1099348165,Sohar Solar Qabas,24.445551,56.5304858,,,way,1099348165,Oman Shell,"{""@id"": ""way/1099348165"", ""name"": ""Sohar Solar Qabas"", ""operator"": ""Oman Shell"", ""plant:method"": ""photovoltaic"", ""plant:output:electricity"": ""25 MW"", ""plant:source"": ""solar"", ""power"": ""plant"", ""start_date"": ""2021-01-19"", ""@geometry"": ""center""}"
osm:way/1104004077,W Muscat Tennis Court,23.6170475,58.4673865,,,way,1104004077,,"{""@id"": ""way/1104004077"", ""access"": ""customers"", ""leisure"": ""pitch"", ""name"": ""W Muscat Tennis Court"", ""sport"": ""tennis"", ""@geometry"": ""center""}"
osm:way/1115936184,Muscat Express,23.5928232,58.399689,,,way,1115936184,,"{""@id"": ""way/1115936184"", ""building"": ""hotel"", ""internet_access"": ""wlan"", ""internet_access:fee"": ""customers"", ""name"": ""Muscat Express"", ""phone"": ""+96822553303"", ""tourism"": ""hotel"", ""website"": ""https://muscatexpresshotel.com/"", ""@geometry"": ""center""}"
osm:way/1189441954,RAFO Salalah,17.0295581,54.0858722,,,way,1189441954,,"{""@id"": ""way/1189441954"", ""aeroway"": ""aerodrome"", ""landuse"": ""military"", ""military"": ""airfield"", ""name"": ""RAFO Salalah"", ""@geometry"": ""center""}"
osm:way/1204791257,To Shipwreck Salalah,16.9085125,53.8957231,,,way,1204791257,,"{""@id"": ""way/1204791257"", ""highway"": ""track"", ""name"": ""To Shipwreck Salalah"", ""oneway"": ""no"", ""surface"": ""pebblestone"", ""@geometry"": ""center""}"
osm:way/1220073611,DoubleTree by Hilton Muscat Qurum,23.6103965,58.4973217,,,way,1220073611,Hilton,"{""@id"": ""way/1220073611"", ""addr:city"": ""Muscat"", ""addr:postcode"": ""111"", ""addr:street"": ""Al Nahdah St"", ""brand"": ""DoubleTree"", ""brand:wikidata"": ""Q2504643"", ""brand:wikipedia"": ""en:DoubleTree"", ""building"": ""yes"", ""contact:facebook"": ""https://www.facebook.com/profile.php?id=100091716741176"", ""contact:instagram"": ""https://www.instagram.com/doubletreebyhiltonmuscat/"", ""email"": ""mctqu_reservations@hilton.com"", ""internet_access"": ""wlan"", ""name"": ""DoubleTree by Hilton Muscat Qurum"", ""operator"": ""Hilton"", ""phone"": ""+968 22 540000"", ""rooms"": ""122"", ""stars"": ""4"", ""tourism"": ""hotel"", ""website"": ""https://www.hilton.com/en/hotels/mctqudi-doubletree-muscat-qurum/"", ""wheelchair"": ""yes"", ""@geometry"": ""center""}"
osm:way/1223218705,Swiss-Belinn Airport Muscat,23.5943809,58.3486446,,,way,1223218705,,"{""@id"": ""way/1223218705"", ""addr:housenumber"": ""130"", ""addr:street"": ""Al Anwar Street Azaiba Muscat OM"", ""brand"": ""Swiss-Belinn"", ""brand:wikidata"": ""Q115348139"", ""building"": ""yes"", ""internet_access"": ""wlan"", ""mapillary"": ""1780553375439517"", ""name"": ""Swiss-Belinn Airport Muscat"", ""name:en"": ""Swiss-Belinn Airport Muscat"", ""phone"": ""+968 24 908800"", ""tourism"": ""hotel"", ""@geometry"": ""center""}"
osm:way/1237728921,Ellesmere Muscat International School,23.6444001,58.1881307,,,way,1237728921,,"{""@id"": ""way/1237728921"", ""addr:city"": ""Muscat"", ""addr:housenumber"": ""1169, Alkhoud"", ""addr:postcode"": ""132"", ""addr:street"": ""شارع السلام"", ""amenity"": ""college"", ""name"": ""Ellesmere Muscat International School"", ""@geometry"": ""center""}"
osm:way/1273598307,Golden Tulip Muscat,23.5943318,58.4133646,,,way,1273598307,,"{""@id"": ""way/1273598307"", ""addr:city"": ""Muscat"", ""addr:postcode"": ""133"", ""addr:street"": ""Sultan Qaboos St"", ""category"": ""Hotel"", ""description"": ""Golden Tulip Muscat hotel offers 175 modern rooms blending contemporary style with Omani charm. Each room features plush amenities ensuring a comfortable stay."", ""image"": ""https://media.iceportal.com/166408/photos/78213636_XXL.jpg"", ""name"": ""Golden Tulip Muscat"", ""name:ar"": ""جولدن توليب مسقط"", ""source"": ""https://muscat.goldentulip.com/en-us/;survey"", ""website"": ""https://muscat.goldentulip.com/en-us/"", ""@geometry"": ""center""}"
osm:node/1325600093,Crowne Plaza Sohar,24.4096083,56.5899059,,,node,1325600093,,"{""@id"": ""node/1325600093"", ""name"": ""Crowne Plaza Sohar"", ""name:en"": ""Crowne Plaza Sohar"", ""stars"": ""5"", ""tourism"": ""hotel""}"
osm:node/1328521849,BankMuscat,23.5786095,58.29358,,,node,1328521849,,"{""@id"": ""node/1328521849"", ""amenity"": ""bank"", ""atm"": ""yes"", ""name"": ""BankMuscat"", ""name:ar"": ""بنك مسقط الفرع الرئيسي""}"
osm:way/1343061799,Royal Grammar School Guildford Muscat,23.6337697,58.2024416,,,way,1343061799,Royal Grammar School Guildford,"{""@id"": ""way/1343061799"", ""amenity"": ""school"", ""name"": ""Royal Grammar School Guildford Muscat"", ""name:ar"": ""مدرسة ار جي اس جي العالمية"", ""operator"": ""Royal Grammar School Guildford"", ""operator:type"": ""private"", ""website"": ""https://rgsgm.com/"", ""@geometry"": ""center""}"
osm:way/1390657577,Cheltenham Muscat,23.5900531,58.2088534,,,way,1390657577,,"{""@id"": ""way/1390657577"", ""amenity"": ""school"", ""barrier"": ""wall"", ""name"": ""Cheltenham Muscat"", ""@geometry"": ""center""}"
osm:way/1445448760,Sur Airport,22.5371586,59.4771355,,,way,1445448760,,"{""@id"": ""way/1445448760"", ""aeroway"": ""aerodrome"", ""iata"": ""SUH"", ""icao"": ""OOSR"", ""name"": ""Sur Airport"", ""@geometry"": ""center""}"
osm:node/1601863679,Salalah Hotel,17.0194818,54.0961613,,,node,1601863679,,"{""@id"": ""node/1601863679"", ""name"": ""Salalah Hotel"", ""tourism"": ""hotel""}"
osm:node/1735262185,Bank Muscat,23.614021,58.2473611,,,node,1735262185,Bank Muscat,"{""@id"": ""node/1735262185"", ""amenity"": ""atm"", ""name"": ""Bank Muscat"", ""operator"": ""Bank Muscat""}"
osm:node/1882928087,Sohar Aluminium,24.42011,56.5463719,,,node,1882928087,,"{""@id"": ""node/1882928087"", ""name"": ""Sohar Aluminium"", ""name:en"": ""Sohar Aluminium"", ""place"": ""hamlet""}"
osm:node/4966486326,Sohar International Bank,23.5997844,58.549537,,,node,4966486326,Sohar International Bank,"{""@id"": ""node/4966486326"", ""addr:street"": ""Way 2706"", ""amenity"": ""bank"", ""name"": ""Sohar International Bank"", ""name:ar"": ""بنك صحار الدولي"", ""operator"": ""Sohar International Bank"", ""source"": ""local knowledge""}"
osm:node/2502419793,Bank Muscat,23.6148628,58.2190237,,,node,2502419793,Bank Muscat,"{""@id"": ""node/2502419793"", ""amenity"": ""atm"", ""name"": ""Bank Muscat"", ""name:ar"": ""بنك مسقط"", ""operator"": ""Bank Muscat""}"
osm:node/2502421088,Bank Muscat,23.6019778,58.2178601,,,node,2502421088,Bank Muscat,"{""@id"": ""node/2502421088"", ""amenity"": ""atm"", ""cash_in"": ""no"", ""check_date"": ""2024-06-27"", ""name"": ""Bank Muscat"", ""name:ar"": ""بنك مسقط"", ""operator"": ""Bank Muscat""}"
osm:node/2522807720,Sohar Bank,23.48453,58.4983814,,,node,2522807720,,"{""@id"": ""node/2522807720"", ""amenity"": ""bank"", ""atm"": ""yes"", ""name"": ""Sohar Bank"", ""name:ar"": ""بنك صحار""}"
osm:node/2558519952,Bank Muscat,23.6117532,58.2340369,,,node,2558519952,,"{""@id"": ""node/2558519952"", ""addr:city"": ""Mawaleh South"", ""amenity"": ""bank"", ""atm"": ""yes"", ""name"": ""Bank Muscat""}"
osm:node/2559746856,Bank Muscat,23.5560311,58.4007596,,,node,2559746856,,"{""@id"": ""node/2559746856"", ""amenity"": ""bank"", ""atm"": ""yes"", ""name"": ""Bank Muscat"", ""source"": ""Kaart Ground Survey 2017""}"
osm:node/2611183206,Beach Resort Salalah,17.0089085,54.157775,,,node,2611183206,Beach Spa Tourism Company L.L.C,"{""@id"": ""node/2611183206"", ""addr:city"": ""Salalah"", ""internet_access"": ""yes"", ""internet_access:fee"": ""no"", ""name"": ""Beach Resort Salalah"", ""operator"": ""Beach Spa Tourism Company L.L.C"", ""phone"": ""+96823236170"", ""toilets:wheelchair"": ""yes"", ""tourism"": ""hotel"", ""website"": ""https://www.beachresortsalalah.com/"", ""wheelchair"": ""yes""}"
osm:node/2628381127,Sur Sea Restaurant,22.5682376,59.5261859,,,node,2628381127,,"{""@id"": ""node/2628381127"", ""amenity"": ""restaurant"", ""cuisine"": ""local;seafood"", ""internet_access"": ""wlan"", ""name"": ""Sur Sea Restaurant""}"
osm:node/3212210622,Bank Muscat,23.5589754,56.252277,,,node,3212210622,,"{""@id"": ""node/3212210622"", ""amenity"": ""bank"", ""atm"": ""yes"", ""name"": ""Bank Muscat""}"
osm:node/3268695035,Cave Sur,22.5791581,59.5146119,,,node,3268695035,,"{""@id"": ""node/3268695035"", ""amenity"": ""restaurant"", ""name"": ""Cave Sur"", ""phone"": ""+96897695910""}"
osm:node/3335279393,Sohar Port and Freezone,24.5104271,56.6283788,,,node,3335279393,,"{""@id"": ""node/3335279393"", ""harbour"": ""yes"", ""name"": ""Sohar Port and Freezone"", ""name:en"": ""Sohar Port and Freezone""}"
osm:node/3359029770,Muscat Copy Center - Zuhoor Al Safia,23.5812226,58.3808529,,,node,3359029770,,"{""@id"": ""node/3359029770"", ""addr:city"": ""Ghala"", ""addr:postcode"": ""130"", ""addr:street"": ""Sultan Qaboos Grand Mosque Signal"", ""name"": ""Muscat Copy Center - Zuhoor Al Safia"", ""note"": ""Color and B&W prints, Scan Copy of all sizes from A0, A1 to A4. Photography prints are also done in all sizes. Auto-cad and Maps are also printed"", ""phone"": ""+968 9900 3051"", ""shop"": ""copyshop"", ""website"": ""www.zuhooralsafia.com""}"
osm:node/3440390741,Bank Muscat,23.5925217,58.165823,,,node,3440390741,Bank Muscat,"{""@id"": ""node/3440390741"", ""amenity"": ""bank"", ""atm"": ""yes"", ""name"": ""Bank Muscat"", ""operator"": ""Bank Muscat""}"
osm:node/3470838246,ATM Bank Muscat,23.5843479,58.165649,,,node,3470838246,Bank Muscat,"{""@id"": ""node/3470838246"", ""amenity"": ""atm"", ""name"": ""ATM Bank Muscat"", ""operator"": ""Bank Muscat""}"
osm:node/3513913493,Bank Muscat,17.0181601,54.1107526,,,node,3513913493,,"{""@id"": ""node/3513913493"", ""amenity"": ""atm"", ""name"": ""Bank Muscat"", ""name:ar"": ""صراف بنك مسقط""}"
osm:node/4976460422,Salalah Centre for Cosmetics Products,17.0122263,54.0913501,,,node,4976460422,,"{""@id"": ""node/4976460422"", ""addr:street"": ""A'Salam Street"", ""name"": ""Salalah Centre for Cosmetics Products"", ""shop"": ""beauty"", ""source"": ""Kaart Ground Survey 2017""}"
osm:node/4975794856,Bank Muscat,17.0224176,54.0921167,,,node,4975794856,,"{""@id"": ""node/4975794856"", ""amenity"": ""bank"", ""name"": ""Bank Muscat"", ""source"": ""Kaart Ground Survey 2017""}"
osm:node/3702551149,Bank Muscat,22.577813,59.5083129,,,node,3702551149,بنك مسقط,"{""@id"": ""node/3702551149"", ""amenity"": ""atm"", ""drive_through"": ""yes"", ""name"": ""Bank Muscat"", ""operator"": ""بنك مسقط""}"
osm:node/3712994749,Bank Muscat,22.8373726,58.1705783,,,node,3712994749,Bank Muscat,"{""@id"": ""node/3712994749"", ""amenity"": ""bank"", ""atm"": ""yes"", ""name"": ""Bank Muscat"", ""opening_hours"": ""08:00-13:30"", ""operator"": ""Bank Muscat""}"
osm:node/3725253763,Muscat ATM,23.4725537,57.8322472,,,node,3725253763,,"{""@id"": ""node/3725253763"", ""amenity"": ""atm"", ""name"": ""Muscat ATM""}"
osm:node/3731707230,Oman United Insurance Company S.A.O.G.,23.5965676,58.4297873,,,node,3731707230,,"{""@id"": ""node/3731707230"", ""addr:city"": ""بوشر، الخوير"", ""addr:street"": ""شارع السلطان قابوس"", ""name"": ""Oman United Insurance Company S.A.O.G."", ""name:ar"": ""الشركة العمانية المتحدة للتأمين"", ""office"": ""insurance"", ""source"": ""Kaart Ground Survey 2017""}"
osm:node/3733375751,Muscat Pharmacy,23.607745,58.4552321,,,node,3733375751,,"{""@id"": ""node/3733375751"", ""amenity"": ""pharmacy"", ""healthcare"": ""pharmacy"", ""name"": ""Muscat Pharmacy"", ""name:ar"": ""صيدلة مسقط"", ""opening_hours"": ""24/7""}"
osm:node/3805669650,Wyndham Garden Salalah,16.9569209,54.736793,,,node,3805669650,,"{""@id"": ""node/3805669650"", ""name"": ""Wyndham Garden Salalah"", ""phone"": ""+96823275500"", ""tourism"": ""hotel"", ""website"": ""https://www.wyndhamhotels.com/""}"
osm:node/3813048588,Bank Muscat,23.6407835,58.2236688,,,node,3813048588,صراف بنك مسقط,"{""@id"": ""node/3813048588"", ""amenity"": ""atm"", ""name"": ""Bank Muscat"", ""operator"": ""صراف بنك مسقط""}"
osm:node/4111923890,Muscat Hills Golf Club House,23.5671758,58.3071397,,,node,4111923890,,"{""@id"": ""node/4111923890"", ""name"": ""Muscat Hills Golf Club House"", ""tourism"": ""attraction""}"
osm:node/4970718242,Muscat Pharmacy,23.6328875,58.1987808,,,node,4970718242,,"{""@id"": ""node/4970718242"", ""amenity"": ""pharmacy"", ""healthcare"": ""pharmacy"", ""name"": ""Muscat Pharmacy"", ""source"": ""Kaart Ground Survey 2017""}"
osm:node/4301483893,SHAJRAH AL DHAR FOOD STUFF Salalah,17.013441,54.0863769,,,node,4301483893,,"{""@id"": ""node/4301483893"", ""addr:street"": ""Salalah"", ""email"": ""fawasbai@gmail.com"", ""name"": ""SHAJRAH AL DHAR FOOD STUFF Salalah"", ""opening_hours"": ""24/7"", ""phone"": ""93532122"", ""shop"": ""supermarket""}"
osm:node/4310363067,Exova Muscat,23.5708783,58.3596186,,,node,4310363067,,"{""@id"": ""node/4310363067"", ""name"": ""Exova Muscat"", ""office"": ""company""}"
osm:node/4318329391,Yoko Sizzlers Gallery Muscat,23.58822,58.44639,,,node,4318329391,,"{""@id"": ""node/4318329391"", ""name"": ""Yoko Sizzlers Gallery Muscat"", ""tourism"": ""artwork""}"
osm:node/4318364893,BankMuscat,23.5906116,58.406114,,,node,4318364893,,"{""@id"": ""node/4318364893"", ""addr:street"": ""ash Shira'a Street"", ""amenity"": ""bank"", ""name"": ""BankMuscat"", ""name:ar"": ""بنك مسقط"", ""source"": ""Kaart Ground Survey 2017""}"
osm:node/4955381945,GIG Gulf Insurance Group - Al Khuwair,23.5938044,58.4478839,,,node,4955381945,,"{""@id"": ""node/4955381945"", ""addr:street"": ""Street 3305"", ""name"": ""GIG Gulf Insurance Group - Al Khuwair"", ""office"": ""insurance"", ""phone"": ""+96880070292"", ""website"": ""https://www.giggulf.om/""}"
osm:node/4329427690,Toyota Sohar,24.3259704,56.7461574,,,node,4329427690,,"{""@id"": ""node/4329427690"", ""name"": ""Toyota Sohar"", ""name:en"": ""Toyota Sohar"", ""shop"": ""car_parts""}"
osm:node/4373194899,Bank Sohar,24.351335,56.7314805,,,node,4373194899,,"{""@id"": ""node/4373194899"", ""amenity"": ""bank"", ""name"": ""Bank Sohar"", ""name:en"": ""Bank Sohar""}"
osm:node/4399044089,Sohar International School,24.2633688,56.8011574,,,node,4399044089,,"{""@id"": ""node/4399044089"", ""amenity"": ""school"", ""name"": ""Sohar International School"", ""name:en"": ""Sohar International School""}"
osm:node/4414434289,Kempinski The Wave Muscat,23.6274437,58.2725408,,,node,4414434289,Kempinski,"{""@id"": ""node/4414434289"", ""brand"": ""Kempinski"", ""brand:wikidata"": ""Q671990"", ""internet_access"": ""yes"", ""name"": ""Kempinski The Wave Muscat"", ""name:ar"": ""فندق كمبينسكي مسقط"", ""name:en"": ""Kempinski Muscat"", ""operator"": ""Kempinski"", ""stars"": ""5"", ""tourism"": ""hotel""}"
osm:node/4416580722,Salalah Al Jadidah Health Centre,17.0184281,54.0901492,,,node,4416580722,,"{""@id"": ""node/4416580722"", ""amenity"": ""hospital"", ""healthcare"": ""hospital"", ""name"": ""Salalah Al Jadidah Health Centre""}"
osm:node/4467077890,Wadi near Sohar,24.4618921,56.3327946,,,node,4467077890,,"{""@id"": ""node/4467077890"", ""name"": ""Wadi near Sohar"", ""name:en"": ""Wadi near Sohar"", ""tourism"": ""camp_site""}"
osm:node/4486734789,Muscat Int'l Airport - Old Terminal-1,23.5857915,58.2918177,,,node,4486734789,,"{""@id"": ""node/4486734789"", ""bus"": ""yes"", ""highway"": ""bus_stop"", ""name"": ""Muscat Int'l Airport - Old Terminal-1"", ""public_transport"": ""platform""}"
osm:node/4512979391,Sohar international high school,24.3732935,56.7077334,,,node,4512979391,,"{""@id"": ""node/4512979391"", ""amenity"": ""school"", ""name"": ""Sohar international high school"", ""name:en"": ""Sohar international high school""}"
osm:node/4551799889,Sur Corniche,22.6090117,59.4691925,,,node,4551799889,,"{""@id"": ""node/4551799889"", ""name"": ""Sur Corniche"", ""name:ar"": ""Joel House Sur"", ""tourism"": ""guest_house""}"
osm:node/4617766389,Ayjah / Sur,22.5620752,59.5397199,,,node,4617766389,,"{""@id"": ""node/4617766389"", ""name"": ""Ayjah / Sur"", ""tourism"": ""viewpoint""}"
osm:node/4620336497,Cosmesurge,23.6022434,58.3704779,,,node,4620336497,,"{""@id"": ""node/4620336497"", ""amenity"": ""clinic"", ""healthcare"": ""clinic"", ""name"": ""Cosmesurge"", ""name:ar"": ""Cosmesurge"", ""name:en"": ""Cosmesurge""}"
osm:node/4640566299,Salalah Rotana Hotel,17.030731,54.2961933,,,node,4640566299,,"{""@id"": ""node/4640566299"", ""air_conditioning"": ""yes"", ""check_date"": ""2025-11-04"", ""check_date:internet_access"": ""2025-11-04"", ""internet_access"": ""wlan"", ""name"": ""Salalah Rotana Hotel"", ""name:ar"": ""Salalah Rotana Hotel"", ""tourism"": ""hotel"", ""wheelchair"": ""yes""}"
osm:node/4712677489,Sohar Municipality Water department,24.3438114,56.6894283,,,node,4712677489,,"{""@id"": ""node/4712677489"", ""addr:street"": ""67 Street"", ""name"": ""Sohar Municipality Water department"", ""name:en"": ""Sohar Municipality Water department"", ""office"": ""government"", ""opening_hours"": ""Su-Th 08:00-13:00""}"
osm:node/4717603595,Muscat bakery,23.6049321,58.5364751,,,node,4717603595,,"{""@id"": ""node/4717603595"", ""addr:street"": ""Al Farahidi Street"", ""name"": ""Muscat bakery"", ""name:ar"": ""Muscat bakery"", ""shop"": ""supermarket"", ""source"": ""Kaart Ground Survey 2017""}"
osm:node/4727821713,Animal Enclosure,22.1030648,58.7587978,,,node,4727821713,,"{""@id"": ""node/4727821713"", ""attraction"": ""animal"", ""name"": ""Animal Enclosure""}"
osm:node/4731108721,Pakistan School Muscat,23.6078462,58.5340697,,,node,4731108721,,"{""@id"": ""node/4731108721"", ""amenity"": ""school"", ""name"": ""Pakistan School Muscat""}"
osm:node/4731118221,Bank Muscat,23.6041977,58.5439158,,,node,4731118221,,"{""@id"": ""node/4731118221"", ""amenity"": ""bank"", ""name"": ""Bank Muscat"", ""name:ar"": ""Bank Muscat""}"
osm:node/4732306873,Boutique Muscat,23.6290195,58.2661343,,,node,4732306873,,"{""@id"": ""node/4732306873"", ""name"": ""Boutique Muscat"", ""shop"": ""clothes""}"
osm:node/4740256524,Haffaf Muscat,23.5980583,58.5616137,,,node,4740256524,,"{""@id"": ""node/4740256524"", ""addr:street"": ""Al Wadi Wadi Kabir Road"", ""name"": ""Haffaf Muscat"", ""name:ar"": ""Haffaf Muscat"", ""name:en"": ""Haffaf Muscat"", ""shop"": ""hardware""}"
osm:node/4742688835,SPMP Sohar offices,24.4188388,56.6063742,,,node,4742688835,,"{""@id"": ""node/4742688835"", ""addr:street"": ""Airport Road"", ""name"": ""SPMP Sohar offices"", ""name:en"": ""SPMP Sohar offices"", ""office"": ""government""}"
osm:node/4859022322,gate sohar port,24.4941155,56.5956584,,,node,4859022322,,"{""@id"": ""node/4859022322"", ""name"": ""gate sohar port"", ""name:en"": ""gate sohar port"", ""tourism"": ""information""}"
osm:node/4953780390,Muscat Bakery,23.5879649,58.5625876,,,node,4953780390,,"{""@id"": ""node/4953780390"", ""name"": ""Muscat Bakery"", ""name:ar"": ""مخبز مسقط"", ""shop"": ""bakery"", ""source"": ""Kaart Ground Survey 2017""}"
osm:node/4953804269,Muscat Sky Line,23.5922692,58.5662198,,,node,4953804269,,"{""@id"": ""node/4953804269"", ""addr:street"": ""an Nama Street"", ""name"": ""Muscat Sky Line"", ""shop"": ""yes"", ""source"": ""Kaart Ground Survey 2017""}"
osm:node/4955546683,Sohar International,23.5911473,58.4284676,,,node,4955546683,Sohar International,"{""@id"": ""node/4955546683"", ""amenity"": ""atm"", ""currency:OMR"": ""yes"", ""name"": ""Sohar International"", ""operator"": ""Sohar International"", ""source"": ""local knowledge""}"
osm:node/4955382440,Bank Muscat,23.6142774,58.4978482,,,node,4955382440,,"{""@id"": ""node/4955382440"", ""amenity"": ""bank"", ""name"": ""Bank Muscat"", ""source"": ""Kaart Ground Survey 2017""}"
osm:node/4955429715,Muscat Beauty Centre,23.5862143,58.4245422,,,node,4955429715,,"{""@id"": ""node/4955429715"", ""addr:street"": ""شارع الخليل"", ""name"": ""Muscat Beauty Centre"", ""shop"": ""beauty"", ""source"": ""Kaart Ground Survey 2017""}"
osm:node/4955713056,Muscat Beach Coffee Shop,23.5929687,58.4572026,,,node,4955713056,,"{""@id"": ""node/4955713056"", ""addr:street"": ""Way 2327"", ""amenity"": ""cafe"", ""name"": ""Muscat Beach Coffee Shop"", ""source"": ""Kaart Ground Survey 2017""}"
osm:node/4955747875,Pizza Muscat,23.5920451,58.550764,,,node,4955747875,,"{""@id"": ""node/4955747875"", ""addr:street"": ""Souq Al Mal Street"", ""amenity"": ""restaurant"", ""name"": ""Pizza Muscat"", ""source"": ""Kaart Ground Survey 2017""}"
osm:node/4957242841,Muscat Ladies,23.5817969,58.4360427,,,node,4957242841,,"{""@id"": ""node/4957242841"", ""addr:street"": ""Al Khuwayr Al Janubiyyah Street"", ""name"": ""Muscat Ladies"", ""shop"": ""beauty"", ""source"": ""Kaart Ground Survey 2017""}"
osm:node/4957309422,Bank Muscat,23.6080658,58.5135812,,,node,4957309422,,"{""@id"": ""node/4957309422"", ""amenity"": ""bank"", ""name"": ""Bank Muscat"", ""source"": ""Kaart Ground Survey 2017""}"
osm:node/4957401299,Muscat International Laundry & Dry Cleaning,23.587834,58.5559844,,,node,4957401299,,"{""@id"": ""node/4957401299"", ""addr:street"": ""Way 6509"", ""name"": ""Muscat International Laundry & Dry Cleaning"", ""shop"": ""laundry"", ""source"": ""Kaart Ground Survey 2017""}"
osm:node/4957434638,Muscat Music,23.6091018,58.4594277,,,node,4957434638,,"{""@id"": ""node/4957434638"", ""addr:street"": ""Al Inshirah Street"", ""name"": ""Muscat Music"", ""shop"": ""music"", ""source"": ""Kaart Ground Survey 2017""}"
osm:node/4962365422,Bank Muscat,23.5871511,58.5509995,,,node,4962365422,,"{""@id"": ""node/4962365422"", ""addr:street"": ""Al Baladiya Street"", ""amenity"": ""bank"", ""name"": ""Bank Muscat"", ""name:ar"": ""بنك مسقط صراف وايداع"", ""source"": ""Kaart Ground Survey 2017""}"
osm:node/4961900384,Muscat Dental Specialists,23.6008485,58.4455117,,,node,4961900384,,"{""@id"": ""node/4961900384"", ""addr:street"": ""Way 3017"", ""amenity"": ""dentist"", ""name"": ""Muscat Dental Specialists"", ""source"": ""Kaart Ground Survey 2017""}"
osm:node/4962256071,Yaqoot Muscat United,23.5845248,58.5456924,,,node,4962256071,,"{""@id"": ""node/4962256071"", ""addr:street"": ""Souq Ruwi Street"", ""name"": ""Yaqoot Muscat United"", ""shop"": ""electronics"", ""source"": ""Kaart Ground Survey 2017""}"
osm:node/4962312443,Bank Muscat,23.6015046,58.4544277,,,node,4962312443,,"{""@id"": ""node/4962312443"", ""addr:street"": ""Way 2135"", ""amenity"": ""bank"", ""name"": ""Bank Muscat"", ""source"": ""Kaart Ground Survey 2017""}"
osm:node/4962335910,Vision Insurance,23.5937322,58.4036553,,,node,4962335910,,"{""@id"": ""node/4962335910"", ""addr:street"": ""Way 3816"", ""name"": ""Vision Insurance"", ""office"": ""insurance"", ""source"": ""Kaart Ground Survey 2017""}"
